_time,_value,_field,_measurement,nodo
2025-07-01 04:50:00,44.58,leq,leq,6
2025-07-01 04:55:00,74.54,leq,leq,6
2025-07-01 05:00:00,43.35,leq,leq,6
2025-07-01 05:05:00,66.17,leq,leq,6
2025-07-01 05:10:00,75.41,leq,leq,6
2025-07-01 05:15:00,71.44,leq,leq,6
2025-07-01 05:20:00,52.02,leq,leq,6
2025-07-01 05:25:00,58.12,leq,leq,6
2025-07-01 05:30:00,68.29,leq,leq,6
2025-07-01 05:35:00,68.51,leq,leq,6
2025-07-01 05:40:00,55.19,leq,leq,6
2025-07-01 05:45:00,55.95,leq,leq,6
2025-07-01 05:50:00,64.07,leq,leq,6
2025-07-01 05:55:00,68.92,leq,leq,6
2025-07-01 06:00:00,44.69,leq,leq,6
2025-07-01 06:05:00,46.66,leq,leq,6
2025-07-01 06:10:00,53.53,leq,leq,6
2025-07-01 06:15:00,49.38,leq,leq,6
2025-07-01 06:20:00,47.47,leq,leq,6
2025-07-01 06:25:00,67.55,leq,leq,6
2025-07-01 06:30:00,75.4,leq,leq,6
2025-07-01 06:35:00,51.84,leq,leq,6
2025-07-01 06:40:00,73.11,leq,leq,6
2025-07-01 06:45:00,42.68,leq,leq,6
2025-07-01 06:50:00,52.87,leq,leq,6
2025-07-01 06:55:00,58.07,leq,leq,6
2025-07-01 07:00:00,78.82,leq,leq,6
2025-07-01 07:05:00,69.9,leq,leq,6
2025-07-01 07:10:00,72.88,leq,leq,6
2025-07-01 07:15:00,75.27,leq,leq,6
2025-07-01 07:20:00,71.81,leq,leq,6
2025-07-01 07:25:00,66.11,leq,leq,6
2025-07-01 07:30:00,53.24,leq,leq,6
2025-07-01 07:35:00,50.95,leq,leq,6
2025-07-01 07:40:00,41.23,leq,leq,6
2025-07-01 07:45:00,62.12,leq,leq,6
2025-07-01 07:50:00,74.12,leq,leq,6
2025-07-01 07:55:00,79.45,leq,leq,6
2025-07-01 08:00:00,48.14,leq,leq,6
2025-07-01 08:05:00,63.65,leq,leq,6
2025-07-01 08:10:00,54.02,leq,leq,6
2025-07-01 08:15:00,75.79,leq,leq,6
2025-07-01 00:00:00,52.94,leq,leq,7
2025-07-01 00:05:00,60.72,leq,leq,7
2025-07-01 00:10:00,62.23,leq,leq,7
2025-07-01 00:15:00,69.4,leq,leq,7
2025-07-01 00:20:00,59.35,leq,leq,7
2025-07-01 00:25:00,46.05,leq,leq,7
2025-07-01 00:30:00,68.76,leq,leq,7
2025-07-01 00:35:00,59.64,leq,leq,7
2025-07-01 00:40:00,68.17,leq,leq,7
2025-07-01 00:45:00,65.4,leq,leq,7
2025-07-01 00:50:00,58.79,leq,leq,7
2025-07-01 00:55:00,57.63,leq,leq,7
2025-07-01 01:00:00,52.87,leq,leq,7
2025-07-01 01:05:00,71.01,leq,leq,7
2025-07-01 01:10:00,40.81,leq,leq,7
2025-07-01 01:15:00,42.46,leq,leq,7
2025-07-01 01:20:00,77.37,leq,leq,7
2025-07-01 01:25:00,44.13,leq,leq,7
2025-07-01 01:30:00,52.24,leq,leq,7
2025-07-01 01:35:00,73.8,leq,leq,7
2025-07-01 01:40:00,63.7,leq,leq,7
2025-07-01 01:45:00,58.66,leq,leq,7
2025-07-01 01:50:00,74.52,leq,leq,7
2025-07-01 01:55:00,68.05,leq,leq,7
2025-07-01 02:00:00,58.31,leq,leq,7
2025-07-01 02:05:00,41.69,leq,leq,7
2025-07-01 02:10:00,75.17,leq,leq,7
2025-07-01 02:15:00,57.12,leq,leq,7
2025-07-01 02:20:00,69.77,leq,leq,7
2025-07-01 02:25:00,67.15,leq,leq,7
2025-07-01 02:30:00,49.11,leq,leq,7
2025-07-01 02:35:00,55.26,leq,leq,7
2025-07-01 02:40:00,75.37,leq,leq,7
2025-07-01 02:45:00,70.35,leq,leq,7
2025-07-01 02:50:00,52.47,leq,leq,7
2025-07-01 02:55:00,61.9,leq,leq,7
2025-07-01 03:00:00,56.77,leq,leq,7
2025-07-01 03:05:00,75.57,leq,leq,7
2025-07-01 03:10:00,65.72,leq,leq,7
2025-07-01 03:15:00,51.73,leq,leq,7
2025-07-01 03:20:00,41.33,leq,leq,7
2025-07-01 03:25:00,59.05,leq,leq,7
2025-07-01 03:30:00,70.13,leq,leq,7
2025-07-01 03:35:00,53.36,leq,leq,7
2025-07-01 03:40:00,42.76,leq,leq,7
2025-07-01 03:45:00,53.24,leq,leq,7
2025-07-01 03:50:00,47.61,leq,leq,7
2025-07-01 03:55:00,65.02,leq,leq,7
2025-07-01 04:00:00,54.74,leq,leq,7
2025-07-01 04:05:00,68.43,leq,leq,7
2025-07-01 04:10:00,49.47,leq,leq,7
2025-07-01 04:15:00,55.41,leq,leq,7
2025-07-01 04:20:00,77.3,leq,leq,7
2025-07-01 04:25:00,45.26,leq,leq,7
2025-07-01 04:30:00,62.15,leq,leq,7
2025-07-01 04:35:00,68.69,leq,leq,7
2025-07-01 04:40:00,47.99,leq,leq,7
2025-07-01 04:45:00,78.19,leq,leq,7
2025-07-01 04:50:00,65.71,leq,leq,7
2025-07-01 04:55:00,70.21,leq,leq,7
2025-07-01 05:00:00,42.43,leq,leq,7
2025-07-01 05:05:00,72.23,leq,leq,7
2025-07-01 05:10:00,78.84,leq,leq,7
2025-07-01 05:15:00,50.27,leq,leq,7
2025-07-01 05:20:00,71.08,leq,leq,7
2025-07-01 05:25:00,66.34,leq,leq,7
2025-07-01 05:30:00,61.27,leq,leq,7
2025-07-01 05:35:00,73.39,leq,leq,7
2025-07-01 05:40:00,46.87,leq,leq,7
2025-07-01 05:45:00,78.44,leq,leq,7
2025-07-01 05:50:00,40.4,leq,leq,7
2025-07-01 05:55:00,44.16,leq,leq,7
2025-07-01 06:00:00,68.45,leq,leq,7
2025-07-01 06:05:00,76.88,leq,leq,7
2025-07-01 06:10:00,73.72,leq,leq,7
2025-07-01 06:15:00,57.13,leq,leq,7
2025-07-01 06:20:00,41.47,leq,leq,7
2025-07-01 06:25:00,55.12,leq,leq,7
2025-07-01 06:30:00,61.2,leq,leq,7
2025-07-01 06:35:00,54.21,leq,leq,7
2025-07-01 06:40:00,75.49,leq,leq,7
2025-07-01 06:45:00,79.08,leq,leq,7
2025-07-01 06:50:00,41.47,leq,leq,7
2025-07-01 06:55:00,54.25,leq,leq,7
2025-07-01 07:00:00,78.79,leq,leq,7
2025-07-01 07:05:00,76.54,leq,leq,7
2025-07-01 07:10:00,77.11,leq,leq,7
2025-07-01 07:15:00,51.6,leq,leq,7
2025-07-01 07:20:00,64.89,leq,leq,7
2025-07-01 07:25:00,77.43,leq,leq,7
2025-07-01 07:30:00,46.16,leq,leq,7
2025-07-01 07:35:00,54.44,leq,leq,7
2025-07-01 07:40:00,47.8,leq,leq,7
2025-07-01 07:45:00,51.93,leq,leq,7
2025-07-01 07:50:00,74.39,leq,leq,7
2025-07-01 07:55:00,69.61,leq,leq,7
2025-07-01 08:00:00,69.87,leq,leq,7
2025-07-01 08:05:00,78.02,leq,leq,7
2025-07-01 08:10:00,53.5,leq,leq,7
2025-07-01 08:15:00,54.11,leq,leq,7
2025-07-01 00:00:00,69.94,leq,leq,8
2025-07-01 00:05:00,79.45,leq,leq,8
2025-07-01 00:10:00,69.6,leq,leq,8
2025-07-01 00:15:00,57.14,leq,leq,8
2025-07-01 00:20:00,71.13,leq,leq,8
2025-07-01 00:25:00,46.36,leq,leq,8
2025-07-01 00:30:00,48.74,leq,leq,8
2025-07-01 00:35:00,74.68,leq,leq,8
2025-07-01 00:40:00,42.03,leq,leq,8
2025-07-01 00:45:00,43.3,leq,leq,8
2025-07-01 00:50:00,73.57,leq,leq,8
2025-07-01 00:55:00,69.14,leq,leq,8
2025-07-01 01:00:00,48.2,leq,leq,8
2025-07-01 01:05:00,63.77,leq,leq,8
2025-07-01 01:10:00,74.61,leq,leq,8
2025-07-01 01:15:00,61.65,leq,leq,8
2025-07-01 01:20:00,66.22,leq,leq,8
2025-07-01 01:25:00,53.46,leq,leq,8
2025-07-01 01:30:00,78.02,leq,leq,8
2025-07-01 01:35:00,56.02,leq,leq,8
2025-07-01 01:40:00,56.41,leq,leq,8
2025-07-01 01:45:00,77.05,leq,leq,8
2025-07-01 01:50:00,75.33,leq,leq,8
2025-07-01 01:55:00,65.56,leq,leq,8
2025-07-01 02:00:00,47.25,leq,leq,8
2025-07-01 02:05:00,75.25,leq,leq,8
2025-07-01 02:10:00,53.69,leq,leq,8
2025-07-01 02:15:00,60.72,leq,leq,8
2025-07-01 02:20:00,49.03,leq,leq,8
2025-07-01 02:25:00,73.96,leq,leq,8
2025-07-01 02:30:00,74.01,leq,leq,8
2025-07-01 02:35:00,51.35,leq,leq,8
2025-07-01 02:40:00,55.27,leq,leq,8
2025-07-01 02:45:00,76.86,leq,leq,8
2025-07-01 02:50:00,70.76,leq,leq,8
2025-07-01 02:55:00,55.52,leq,leq,8
2025-07-01 03:00:00,58.01,leq,leq,8
2025-07-01 03:05:00,69.23,leq,leq,8
2025-07-01 03:10:00,50.61,leq,leq,8
2025-07-01 03:15:00,49.87,leq,leq,8
2025-07-01 03:20:00,59.55,leq,leq,8
2025-07-01 03:25:00,43.93,leq,leq,8
2025-07-01 03:30:00,67.78,leq,leq,8
2025-07-01 03:35:00,65.81,leq,leq,8
2025-07-01 03:40:00,78.08,leq,leq,8
2025-07-01 03:45:00,62.37,leq,leq,8
2025-07-01 03:50:00,71.81,leq,leq,8
2025-07-01 03:55:00,72.5,leq,leq,8
2025-07-01 04:00:00,72.92,leq,leq,8
2025-07-01 04:05:00,65.45,leq,leq,8
2025-07-01 04:10:00,77.25,leq,leq,8
2025-07-01 04:15:00,75.28,leq,leq,8
2025-07-01 04:20:00,42.1,leq,leq,8
2025-07-01 04:25:00,53.88,leq,leq,8
2025-07-01 04:30:00,60.58,leq,leq,8
2025-07-01 04:35:00,78.58,leq,leq,8
2025-07-01 04:40:00,61.74,leq,leq,8
2025-07-01 04:45:00,72.18,leq,leq,8
2025-07-01 04:50:00,56.31,leq,leq,8
2025-07-01 04:55:00,67.63,leq,leq,8
2025-07-01 05:00:00,46.72,leq,leq,8
2025-07-01 05:05:00,74.74,leq,leq,8
2025-07-01 05:10:00,47.98,leq,leq,8
2025-07-01 05:15:00,58.59,leq,leq,8
2025-07-01 05:20:00,64.7,leq,leq,8
2025-07-01 05:25:00,76.33,leq,leq,8
2025-07-01 05:30:00,55.58,leq,leq,8
2025-07-01 05:35:00,54.66,leq,leq,8
2025-07-01 05:40:00,76.33,leq,leq,8
2025-07-01 05:45:00,64.24,leq,leq,8
2025-07-01 05:50:00,73.93,leq,leq,8
2025-07-01 05:55:00,60.97,leq,leq,8
2025-07-01 06:00:00,43.93,leq,leq,8
2025-07-01 06:05:00,66.5,leq,leq,8
2025-07-01 06:10:00,78.79,leq,leq,8
2025-07-01 06:15:00,74.04,leq,leq,8
2025-07-01 06:20:00,48.23,leq,leq,8
2025-07-01 06:25:00,45.2,leq,leq,8
2025-07-01 06:30:00,76.86,leq,leq,8
2025-07-01 06:35:00,41.72,leq,leq,8
2025-07-01 06:40:00,47.47,leq,leq,8
2025-07-01 06:45:00,64.94,leq,leq,8
2025-07-01 06:50:00,55.06,leq,leq,8
2025-07-01 06:55:00,52.48,leq,leq,8
2025-07-01 07:00:00,45.68,leq,leq,8
2025-07-01 07:05:00,77.53,leq,leq,8
2025-07-01 07:10:00,74.86,leq,leq,8
2025-07-01 07:15:00,40.76,leq,leq,8
2025-07-01 07:20:00,65.81,leq,leq,8
2025-07-01 07:25:00,58.03,leq,leq,8
2025-07-01 07:30:00,54.79,leq,leq,8
2025-07-01 07:35:00,60.59,leq,leq,8
2025-07-01 07:40:00,51.63,leq,leq,8
2025-07-01 07:45:00,66.15,leq,leq,8
2025-07-01 07:50:00,78.46,leq,leq,8
2025-07-01 07:55:00,76.86,leq,leq,8
2025-07-01 08:00:00,59.7,leq,leq,8
2025-07-01 08:05:00,48.3,leq,leq,8
2025-07-01 08:10:00,70.4,leq,leq,8
2025-07-01 08:15:00,76.65,leq,leq,8
2025-07-01 00:00:00,63.45,leq,leq,9
2025-07-01 00:05:00,51.65,leq,leq,9
2025-07-01 00:10:00,63.93,leq,leq,9
2025-07-01 00:15:00,67.98,leq,leq,9
2025-07-01 00:20:00,73.3,leq,leq,9
2025-07-01 00:25:00,42.35,leq,leq,9
2025-07-01 00:30:00,44.23,leq,leq,9
2025-07-01 00:35:00,68.52,leq,leq,9
2025-07-01 00:40:00,48.58,leq,leq,9
2025-07-01 00:45:00,42.21,leq,leq,9
2025-07-01 00:50:00,69.8,leq,leq,9
2025-07-01 00:55:00,55.38,leq,leq,9
2025-07-01 01:00:00,42.53,leq,leq,9
2025-07-01 01:05:00,58.22,leq,leq,9
2025-07-01 01:10:00,40.45,leq,leq,9
2025-07-01 01:15:00,52.57,leq,leq,9
2025-07-01 01:20:00,65.4,leq,leq,9
2025-07-01 01:25:00,45.47,leq,leq,9
2025-07-01 01:30:00,49.35,leq,leq,9
2025-07-01 01:35:00,47.38,leq,leq,9
2025-07-01 01:40:00,45.65,leq,leq,9
2025-07-01 01:45:00,77.86,leq,leq,9
2025-07-01 01:50:00,60.9,leq,leq,9
2025-07-01 01:55:00,61.1,leq,leq,9
2025-07-01 02:00:00,44.39,leq,leq,9
2025-07-01 02:05:00,71.15,leq,leq,9
2025-07-01 02:10:00,64.85,leq,leq,9
2025-07-01 02:15:00,67.69,leq,leq,9
2025-07-01 02:20:00,53.03,leq,leq,9
2025-07-01 02:25:00,65.91,leq,leq,9
2025-07-01 02:30:00,56.96,leq,leq,9
2025-07-01 02:35:00,60.28,leq,leq,9
2025-07-01 02:40:00,65.68,leq,leq,9
2025-07-01 02:45:00,46.46,leq,leq,9
2025-07-01 02:50:00,42.02,leq,leq,9
2025-07-01 02:55:00,43.32,leq,leq,9
2025-07-01 03:00:00,57.11,leq,leq,9
2025-07-01 03:05:00,54.47,leq,leq,9
2025-07-01 03:10:00,61.05,leq,leq,9
2025-07-01 03:15:00,77.49,leq,leq,9
2025-07-01 03:20:00,71.98,leq,leq,9
2025-07-01 03:25:00,53.13,leq,leq,9
2025-07-01 03:30:00,68.84,leq,leq,9
2025-07-01 03:35:00,66.97,leq,leq,9
2025-07-01 03:40:00,46.17,leq,leq,9
2025-07-01 03:45:00,71.3,leq,leq,9
2025-07-01 03:50:00,42.11,leq,leq,9
2025-07-01 03:55:00,58.68,leq,leq,9
2025-07-01 04:00:00,44.8,leq,leq,9
2025-07-01 04:05:00,77.38,leq,leq,9
2025-07-01 04:10:00,77.17,leq,leq,9
2025-07-01 04:15:00,55.4,leq,leq,9
2025-07-01 04:20:00,71.39,leq,leq,9
2025-07-01 04:25:00,53.08,leq,leq,9
2025-07-01 04:30:00,73.3,leq,leq,9
2025-07-01 04:35:00,43.79,leq,leq,9
2025-07-01 04:40:00,75.2,leq,leq,9
2025-07-01 04:45:00,53.62,leq,leq,9
2025-07-01 04:50:00,48.15,leq,leq,9
2025-07-01 04:55:00,79.33,leq,leq,9
2025-07-01 05:00:00,68.71,leq,leq,9
2025-07-01 05:05:00,54.97,leq,leq,9
2025-07-01 05:10:00,52.87,leq,leq,9
2025-07-01 05:15:00,64.31,leq,leq,9
2025-07-01 05:20:00,70.06,leq,leq,9
2025-07-01 05:25:00,55.91,leq,leq,9
2025-07-01 05:30:00,76.98,leq,leq,9
2025-07-01 05:35:00,64.77,leq,leq,9
2025-07-01 05:40:00,61.14,leq,leq,9
2025-07-01 05:45:00,69.1,leq,leq,9
2025-07-01 05:50:00,52.28,leq,leq,9
2025-07-01 05:55:00,65.39,leq,leq,9
2025-07-01 06:00:00,79.8,leq,leq,9
2025-07-01 06:05:00,70.49,leq,leq,9
2025-07-01 06:10:00,65.0,leq,leq,9
2025-07-01 06:15:00,45.78,leq,leq,9
2025-07-01 06:20:00,46.45,leq,leq,9
2025-07-01 06:25:00,58.35,leq,leq,9
2025-07-01 06:30:00,43.39,leq,leq,9
2025-07-01 06:35:00,54.72,leq,leq,9
2025-07-01 06:40:00,46.42,leq,leq,9
2025-07-01 06:45:00,44.85,leq,leq,9
2025-07-01 06:50:00,51.25,leq,leq,9
2025-07-01 06:55:00,41.18,leq,leq,9
2025-07-01 07:00:00,47.74,leq,leq,9
2025-07-01 07:05:00,43.18,leq,leq,9
2025-07-01 07:10:00,47.86,leq,leq,9
2025-07-01 07:15:00,77.76,leq,leq,9
2025-07-01 07:20:00,71.66,leq,leq,9
2025-07-01 07:25:00,54.33,leq,leq,9
2025-07-01 07:30:00,66.85,leq,leq,9
2025-07-01 07:35:00,58.63,leq,leq,9
2025-07-01 07:40:00,50.92,leq,leq,9
2025-07-01 07:45:00,42.65,leq,leq,9
2025-07-01 07:50:00,64.06,leq,leq,9
2025-07-01 07:55:00,65.82,leq,leq,9
2025-07-01 08:00:00,66.51,leq,leq,9
2025-07-01 08:05:00,42.8,leq,leq,9
2025-07-01 08:10:00,75.78,leq,leq,9
2025-07-01 08:15:00,43.44,leq,leq,9
2025-07-01 00:00:00,79.95,leq,leq,10
2025-07-01 00:05:00,40.24,leq,leq,10
2025-07-01 00:10:00,66.53,leq,leq,10
2025-07-01 00:15:00,72.67,leq,leq,10
2025-07-01 00:20:00,74.74,leq,leq,10
2025-07-01 00:25:00,43.33,leq,leq,10
2025-07-01 00:30:00,47.7,leq,leq,10
2025-07-01 00:35:00,60.47,leq,leq,10
2025-07-01 00:40:00,76.32,leq,leq,10
2025-07-01 00:45:00,61.86,leq,leq,10
2025-07-01 00:50:00,64.46,leq,leq,10
2025-07-01 00:55:00,54.8,leq,leq,10
2025-07-01 01:00:00,57.85,leq,leq,10
2025-07-01 01:05:00,78.72,leq,leq,10
2025-07-01 01:10:00,42.22,leq,leq,10
2025-07-01 01:15:00,72.4,leq,leq,10
2025-07-01 01:20:00,51.48,leq,leq,10
2025-07-01 01:25:00,48.48,leq,leq,10
2025-07-01 01:30:00,73.5,leq,leq,10
2025-07-01 01:35:00,69.3,leq,leq,10
2025-07-01 01:40:00,63.85,leq,leq,10
2025-07-01 01:45:00,78.35,leq,leq,10
2025-07-01 01:50:00,48.56,leq,leq,10
2025-07-01 01:55:00,40.89,leq,leq,10
2025-07-01 02:00:00,69.24,leq,leq,10
2025-07-01 02:05:00,75.75,leq,leq,10
2025-07-01 02:10:00,53.91,leq,leq,10
2025-07-01 02:15:00,78.81,leq,leq,10
2025-07-01 02:20:00,64.42,leq,leq,10
2025-07-01 02:25:00,55.42,leq,leq,10
2025-07-01 02:30:00,70.98,leq,leq,10
2025-07-01 02:35:00,67.41,leq,leq,10
2025-07-01 02:40:00,64.67,leq,leq,10
2025-07-01 02:45:00,68.08,leq,leq,10
2025-07-01 02:50:00,65.71,leq,leq,10
2025-07-01 02:55:00,70.96,leq,leq,10
2025-07-01 03:00:00,45.08,leq,leq,10
2025-07-01 03:05:00,52.04,leq,leq,10
2025-07-01 03:10:00,55.76,leq,leq,10
2025-07-01 03:15:00,42.31,leq,leq,10
2025-07-01 03:20:00,68.15,leq,leq,10
2025-07-01 03:25:00,58.2,leq,leq,10
2025-07-01 03:30:00,67.42,leq,leq,10
2025-07-01 03:35:00,71.43,leq,leq,10
2025-07-01 03:40:00,57.23,leq,leq,10
2025-07-01 03:45:00,57.88,leq,leq,10
2025-07-01 03:50:00,60.65,leq,leq,10
2025-07-01 03:55:00,74.26,leq,leq,10
2025-07-01 04:00:00,54.81,leq,leq,10
2025-07-01 04:05:00,66.84,leq,leq,10
2025-07-01 04:10:00,53.13,leq,leq,10
2025-07-01 04:15:00,58.61,leq,leq,10
2025-07-01 04:20:00,53.8,leq,leq,10
2025-07-01 04:25:00,45.82,leq,leq,10
2025-07-01 04:30:00,50.92,leq,leq,10
2025-07-01 04:35:00,49.59,leq,leq,10
2025-07-01 04:40:00,58.17,leq,leq,10
2025-07-01 04:45:00,47.08,leq,leq,10
2025-07-01 04:50:00,74.1,leq,leq,10
2025-07-01 04:55:00,71.9,leq,leq,10
2025-07-01 05:00:00,59.04,leq,leq,10
2025-07-01 05:05:00,52.8,leq,leq,10
2025-07-01 05:10:00,53.19,leq,leq,10
2025-07-01 05:15:00,47.11,leq,leq,10
2025-07-01 05:20:00,56.74,leq,leq,10
2025-07-01 05:25:00,51.15,leq,leq,10
2025-07-01 05:30:00,57.13,leq,leq,10
2025-07-01 05:35:00,60.3,leq,leq,10
2025-07-01 05:40:00,71.0,leq,leq,10
2025-07-01 05:45:00,75.4,leq,leq,10
2025-07-01 05:50:00,49.3,leq,leq,10
2025-07-01 05:55:00,47.11,leq,leq,10
2025-07-01 06:00:00,73.43,leq,leq,10
2025-07-01 06:05:00,51.11,leq,leq,10
2025-07-01 06:10:00,42.62,leq,leq,10
2025-07-01 06:15:00,71.08,leq,leq,10
2025-07-01 06:20:00,68.62,leq,leq,10
2025-07-01 06:25:00,62.14,leq,leq,10
2025-07-01 06:30:00,58.28,leq,leq,10
2025-07-01 06:35:00,47.2,leq,leq,10
2025-07-01 06:40:00,45.14,leq,leq,10
2025-07-01 06:45:00,50.16,leq,leq,10
2025-07-01 06:50:00,76.3,leq,leq,10
2025-07-01 06:55:00,79.61,leq,leq,10
2025-07-01 07:00:00,62.51,leq,leq,10
2025-07-01 07:05:00,55.83,leq,leq,10
2025-07-01 07:10:00,74.31,leq,leq,10
2025-07-01 07:15:00,71.89,leq,leq,10
2025-07-01 07:20:00,75.0,leq,leq,10
2025-07-01 07:25:00,47.14,leq,leq,10
2025-07-01 07:30:00,72.01,leq,leq,10
2025-07-01 07:35:00,48.18,leq,leq,10
2025-07-01 07:40:00,44.28,leq,leq,10
2025-07-01 07:45:00,61.37,leq,leq,10
2025-07-01 07:50:00,54.14,leq,leq,10
2025-07-01 07:55:00,43.41,leq,leq,10
2025-07-01 08:00:00,63.02,leq,leq,10
2025-07-01 08:05:00,75.31,leq,leq,10
2025-07-01 08:10:00,62.45,leq,leq,10
2025-07-01 08:15:00,54.45,leq,leq,10
2025-07-01 00:00:00,46.1,leq,leq,11
2025-07-01 00:05:00,42.16,leq,leq,11
2025-07-01 00:10:00,61.11,leq,leq,11
2025-07-01 00:15:00,70.95,leq,leq,11
2025-07-01 00:20:00,44.74,leq,leq,11
2025-07-01 00:25:00,45.97,leq,leq,11
2025-07-01 00:30:00,59.76,leq,leq,11
2025-07-01 00:35:00,74.84,leq,leq,11
2025-07-01 00:40:00,67.25,leq,leq,11
2025-07-01 00:45:00,66.55,leq,leq,11
2025-07-01 00:50:00,73.54,leq,leq,11
2025-07-01 00:55:00,61.35,leq,leq,11
2025-07-01 01:00:00,44.32,leq,leq,11
2025-07-01 01:05:00,49.74,leq,leq,11
2025-07-01 01:10:00,67.03,leq,leq,11
2025-07-01 01:15:00,72.3,leq,leq,11
2025-07-01 01:20:00,40.19,leq,leq,11
2025-07-01 01:25:00,72.64,leq,leq,11
2025-07-01 01:30:00,52.43,leq,leq,11
2025-07-01 01:35:00,45.2,leq,leq,11
2025-07-01 01:40:00,72.94,leq,leq,11
2025-07-01 01:45:00,62.58,leq,leq,11
2025-07-01 01:50:00,68.42,leq,leq,11
2025-07-01 01:55:00,45.3,leq,leq,11
2025-07-01 02:00:00,64.14,leq,leq,11
2025-07-01 02:05:00,69.64,leq,leq,11
2025-07-01 02:10:00,48.19,leq,leq,11
2025-07-01 02:15:00,71.91,leq,leq,11
2025-07-01 02:20:00,76.56,leq,leq,11
2025-07-01 02:25:00,62.53,leq,leq,11
2025-07-01 02:30:00,76.06,leq,leq,11
2025-07-01 02:35:00,46.41,leq,leq,11
2025-07-01 02:40:00,68.0,leq,leq,11
2025-07-01 02:45:00,74.46,leq,leq,11
2025-07-01 02:50:00,41.43,leq,leq,11
2025-07-01 02:55:00,46.0,leq,leq,11
2025-07-01 03:00:00,40.44,leq,leq,11
2025-07-01 03:05:00,72.04,leq,leq,11
2025-07-01 03:10:00,45.68,leq,leq,11
2025-07-01 03:15:00,45.88,leq,leq,11
2025-07-01 03:20:00,40.42,leq,leq,11
2025-07-01 03:25:00,72.05,leq,leq,11
2025-07-01 03:30:00,61.58,leq,leq,11
2025-07-01 03:35:00,69.01,leq,leq,11
2025-07-01 03:40:00,72.69,leq,leq,11
2025-07-01 03:45:00,60.84,leq,leq,11
2025-07-01 03:50:00,67.37,leq,leq,11
2025-07-01 03:55:00,63.54,leq,leq,11
2025-07-01 04:00:00,78.0,leq,leq,11
2025-07-01 04:05:00,64.36,leq,leq,11
2025-07-01 04:10:00,45.39,leq,leq,11
2025-07-01 04:15:00,63.45,leq,leq,11
2025-07-01 04:20:00,78.21,leq,leq,11
2025-07-01 04:25:00,41.53,leq,leq,11
2025-07-01 04:30:00,68.8,leq,leq,11
2025-07-01 04:35:00,59.55,leq,leq,11
2025-07-01 04:40:00,77.86,leq,leq,11
2025-07-01 04:45:00,55.46,leq,leq,11
2025-07-01 04:50:00,61.06,leq,leq,11
2025-07-01 04:55:00,41.97,leq,leq,11
2025-07-01 05:00:00,73.74,leq,leq,11
2025-07-01 05:05:00,75.08,leq,leq,11
2025-07-01 05:10:00,54.44,leq,leq,11
2025-07-01 05:15:00,69.76,leq,leq,11
2025-07-01 05:20:00,44.48,leq,leq,11
2025-07-01 05:25:00,75.64,leq,leq,11
2025-07-01 05:30:00,60.79,leq,leq,11
2025-07-01 05:35:00,79.47,leq,leq,11
2025-07-01 05:40:00,54.58,leq,leq,11
2025-07-01 05:45:00,71.76,leq,leq,11
2025-07-01 05:50:00,61.49,leq,leq,11
2025-07-01 05:55:00,64.72,leq,leq,11
2025-07-01 06:00:00,78.13,leq,leq,11
2025-07-01 06:05:00,70.05,leq,leq,11
2025-07-01 06:10:00,77.7,leq,leq,11
2025-07-01 06:15:00,62.84,leq,leq,11
2025-07-01 06:20:00,59.16,leq,leq,11
2025-07-01 06:25:00,43.73,leq,leq,11
2025-07-01 06:30:00,69.16,leq,leq,11
2025-07-01 06:35:00,49.55,leq,leq,11
2025-07-01 06:40:00,48.13,leq,leq,11
2025-07-01 06:45:00,66.34,leq,leq,11
2025-07-01 06:50:00,47.78,leq,leq,11
2025-07-01 06:55:00,74.81,leq,leq,11
2025-07-01 07:00:00,64.92,leq,leq,11
2025-07-01 07:05:00,77.57,leq,leq,11
2025-07-01 07:10:00,65.59,leq,leq,11
2025-07-01 07:15:00,40.25,leq,leq,11
2025-07-01 07:20:00,42.23,leq,leq,11
2025-07-01 07:25:00,72.67,leq,leq,11
2025-07-01 07:30:00,56.54,leq,leq,11
2025-07-01 07:35:00,62.85,leq,leq,11
2025-07-01 07:40:00,60.97,leq,leq,11
2025-07-01 07:45:00,48.83,leq,leq,11
2025-07-01 07:50:00,46.48,leq,leq,11
2025-07-01 07:55:00,75.6,leq,leq,11
2025-07-01 08:00:00,64.95,leq,leq,11
2025-07-01 08:05:00,68.3,leq,leq,11
2025-07-01 08:10:00,47.13,leq,leq,11
2025-07-01 08:15:00,44.61,leq,leq,11
2025-07-01 00:00:00,54.58,leq,leq,12
2025-07-01 00:05:00,68.84,leq,leq,12
2025-07-01 00:10:00,42.63,leq,leq,12
2025-07-01 00:15:00,77.94,leq,leq,12
2025-07-01 00:20:00,42.26,leq,leq,12
2025-07-01 00:25:00,65.11,leq,leq,12
2025-07-01 00:30:00,52.86,leq,leq,12
2025-07-01 00:35:00,77.53,leq,leq,12
2025-07-01 00:40:00,58.73,leq,leq,12
2025-07-01 00:45:00,53.0,leq,leq,12
2025-07-01 00:50:00,56.8,leq,leq,12
2025-07-01 00:55:00,71.7,leq,leq,12
2025-07-01 01:00:00,67.34,leq,leq,12
2025-07-01 01:05:00,50.58,leq,leq,12
2025-07-01 01:10:00,76.18,leq,leq,12
2025-07-01 01:15:00,57.35,leq,leq,12
2025-07-01 01:20:00,56.96,leq,leq,12
